title,image_url,amazon url,release date,developer,publisher,platforms,genres,rating,description
Silent Hill 4: The Room ,https://static-cdn.jtvnw.net/ttv-boxart/Silent%20Hill%204:%20The%20Room-285x380.jpg,https://www.amazon.com/Silent-Hill-4-Room-PlayStation-2/dp/B0001Y7404/ref=sr_1_1?ie=UTF8&qid=1516869435&sr=8-1&keywords=Silent+Hill+4%3A+The+Room,Sep 7@ 2004,KCET,Konami,PlayStation 2 PC,Action-Adventure Horror,M,Taking the series in a new direction@ apprehension and fear immediately run high when the new main character@ Henry Townshend@ finds himself trapped in his own cursed apartment. Only by exploring mysterious portals leading to disturbing alternate worlds will Henry begin to uncover clues as to why he is trapped. However@ in true Silent Hill fashion@ mysterious new characters@ horrendous creatures@ and the undead will use any means necessary to impede his progress. A tense atmosphere and grotesque enemies will get the player's heart thumping as Silent Hill 4 delivers a gameplay experience that fans and newcomers will never forget. Beautifully detailed environments@ a haunting soundtrack and the game's trademark psychological horror complete Silent Hill 4's overall fear factor as players travel between the room and their worst nightmare. [Konami]
Puzzle & Dragons ,https://static-cdn.jtvnw.net/ttv-boxart/Puzzle%20&%20Dragons-285x380.jpg,https://www.amazon.com/Puzzle-Dragons-Kindle-Tablet-Edition/dp/B00KPTKW8G/ref=sr_1_2?ie=UTF8&qid=1516869447&sr=8-2&keywords=Puzzle+%26+Dragons,May 22@ 2015,GungHo,Nintendo,3DS,Turn Based Puzzle,E,Two puzzling RPG adventures await you. Rescue Princess Peach from Bowser or defeat the evil group Paradox by battling enemies with the awesome power of orbs. Drag and match orbs@ or chain together combos to deal massive blows to your enemies. Then bolster your forces with hundreds of unique monsters in this two-in-one game pack.
Warcraft III: The Frozen Throne ,https://static-cdn.jtvnw.net/ttv-boxart/Warcraft%20III:%20The%20Frozen%20Throne-285x380.jpg,https://www.amazon.com/Warcraft-3-Frozen-Throne-Expansion-Pc/dp/B005NH6JIW/ref=sr_1_1?ie=UTF8&qid=1516869460&sr=8-1&keywords=Warcraft+III%3A+The+Frozen+Throne,Jul 1@ 2003,Blizzard Entertainment,Blizzard Entertainment,PC,Strategy Real-Time Fantasy General Fantasy,T,The Frozen Throne provides gamers with a vast new chapter in the epic Warcraft saga. In the single-player campaign@ players revisit the war-torn world of Azeroth. Several months have passed since Archimonde and the Burning Legion were defeated at the battle of Mount Hyjal@ yet a new threat has arisen throughout the land. One new Hero per race@ each possessing powerful spells and magical abilities. A host of new units@ each equipped with new abilities and spells@ giving players the opportunity to create diverse strategic and tactical forms of combat. Player-built shops@ unique for each race@ equipped with items carefully designed to improve and aid the units of every race. Neutral Heroes@ available for recruitment by all players@ that can supplement and strengthen a player's army with all new spells and abilities. Expanded multiplayer options over Battle.net including multiple new game types@ clan and tournament support. [Blizzard]
Sonic Adventure 2: Battle ,https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20Adventure%202:%20Battle-285x380.jpg,https://www.amazon.com/Sonic-Adventure-2-Battle-GameCube-Pc/dp/B00005ULXN/ref=sr_1_1?ie=UTF8&qid=1516869473&sr=8-1&keywords=Sonic+Adventure+2%3A+Battle,Feb 11@ 2002,Sonic Team,Sega,GameCube,Action Platformer 3D,E,Sonic and company are back and better than ever in Sonic Adventure 2: Battle. Dr. Eggman is causing trouble once again@ and it's up to Sonic@ Tails@ and Knuckles to stop him. Experience faster action@ all-new two-player games@ and a branching storyline that lets you choose to save the world as the Hero side@ or conquer it as the Dark side. In the single-player mode@ you'll go through more than 30 unique stages@ which include a forgotten pyramid@ an abandoned military base@ and a giant space station. And then there's the expanded two-player mode@ which features 12 playable characters competing in new head-to-head games.
Mario Kart 64 ,https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Kart%2064-285x380.jpg,https://www.amazon.com/Mario-Kart-64-nintendo/dp/B00000DMAX/ref=sr_1_1?ie=UTF8&qid=1516869485&sr=8-1&keywords=Mario+Kart+64,Feb 10@ 1997,Nintendo,Nintendo,Nintendo 64,Driving Racing Kart,E,"Three... Two... One... GO! The signal light changes and you drop the pedal to the metal. Take on up to three friends in the split-screen VS games@ or race solo in the Mario GP. Tell your friends to bring it on in the highly competitive Battle mode. Advanced features allow you to race with your ""Ghost"". The driving data from your best run appears as a transparent character on the screen. No longer must you simply race against the clock - you can actually race against yourself!"
Arma 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Arma%203-285x380.jpg,https://www.amazon.com/ArmA-3-Standard/dp/B00GD774N0/ref=sr_1_1?ie=UTF8&qid=1516869497&sr=8-1&keywords=Arma+3,Mar 5@ 2013,Bohemia Interactive,Bohemia Interactive,PC,Simulation General General,M,Tensions rise as NATO peacekeeping forces begin to leave The Republic of Altis: a strategic fault-line between crumbling European influence and a powerful@ resurgent East. But when a key radar facility drops off the grid@ a Mediterranean flashpoint risks escalating into global conflict.
Don't Starve Together ,https://static-cdn.jtvnw.net/ttv-boxart/Don%27t%20Starve%20Together-285x380.jpg,https://www.amazon.com/Dont-Starve-PlayStation-4/dp/B01CVRVYFE/ref=sr_1_1?ie=UTF8&qid=1516869520&sr=8-1&keywords=Don%27t+Starve+Together,Apr 21@ 2016,Klei Entertainment,Klei Entertainment,PC PlayStation 4 Xbox One,Fantasy Action-Adventure General Sandbox,T,"Assume the role of Wilson, an intrepid Gentleman Scientist who has been trapped by a demon and transported to a mysterious wilderness world. Wilson must learn to utilize his environment and its inhabitants if he ever hopes to escape and find his way back home. Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Collect resources to craft items and structures that match your survival style. Play your way as you unravel the mysteries of this strange land. "
Microsoft Flight Simulator X ,https://static-cdn.jtvnw.net/ttv-boxart/Microsoft%20Flight%20Simulator%20X-285x380.jpg,https://www.amazon.com/Microsoft-Flight-Simulator-Windows-Downloadable-Required/dp/B00XHGCX36/ref=sr_1_1?ie=UTF8&qid=1516869549&sr=8-1&keywords=Microsoft+Flight+Simulator+X,Oct 17@ 2006,Microsoft Game Studios,Microsoft Game Studios,PC,Simulation Flight Modern Jet Modern Jet Combat,E,From award winning game developer ACES comes Flight Simulator X. The latest installment will include the usual genre leading realism that continues to awe real pilots and will serve as the graphical benchmark for games on Windows Vista. Additionally@ Flight Simulator X will deliver for the first time structured game play with more than 55 missions to choose from which will test the skills of players of all levels. [Microsoft]
Left 4 Dead 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Left%204%20Dead%202-285x380.jpg,https://www.amazon.com/Left-4-Dead-2-Xbox-360/dp/B00N5FA6WY/ref=sr_1_1?ie=UTF8&qid=1516869576&sr=8-1&keywords=Left+4+Dead+2,Nov 16@ 2009,Valve Software,Electronic Arts,PC Xbox 360,Action-Shooter Shooter First-Person Sci-Fi Sci-Fi Tactical,M,Set in the zombie apocalypse@ Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead. This co-operative action horror FPS takes you and your friends through the cities@ swamps and cemeteries of the Deep South@ from Savannah to New Orleans across five expansive campaigns. Play as one of four new survivors armed with a wide and devastating array of classic and upgraded weapons. In addition to firearms@ you'll also get a chance to take out some aggression on infected with a variety of carnage-creating melee weapons@ from chainsaws to axes and even the deadly frying pan. L4D2 promises a satisfying and uniquely challenging experience every time the game is played@ custom-fitted to your style of play. [Valve]
Yakuza 0 ,https://static-cdn.jtvnw.net/ttv-boxart/Yakuza%200-285x380.jpg,https://www.amazon.com/Yakuza-0-PlayStation-4/dp/B01J4PHT3C/ref=sr_1_1?s=videogames&ie=UTF8&qid=1516869588&sr=1-1&keywords=Yakuza+0,Jan 24@ 2017,Ryu ga Gotoku Studios,Sega,PlayStation 4,Action-Adventure Open-World,M,"The story follows Kazuma Kiryu as a junior yakuza member who finds himself in a heap of trouble when a simple debt collection goes upside down and his mark ends up murdered. Meanwhile@ Goro Majima is living a ""normal"" life as the proprieter of a cabaret club@ but is doing whatever it takes to rejoin the yakuza. What that entails isn't exactly easy."
Battlefield 4 ,https://static-cdn.jtvnw.net/ttv-boxart/Battlefield%204-285x380.jpg,https://www.amazon.com/Battlefield-4-PlayStation/dp/B00DS0MQUQ/ref=sr_1_1?ie=UTF8&qid=1516869600&sr=8-1&keywords=Battlefield+4,Nov 12@ 2013,EA DICE,Electronic Arts,PlayStation 4 PC PlayStation 3 Wii U Xbox 360 Xbox One,Action-Shooter Shooter First-Person Modern Modern Arcade,M,Battlefield 4 is an action blockbuster that aims for unrivaled destruction. Fueled by Frostbite 3@ Battlefield 4 allows you to demolish the buildings shielding your enemy. You will lead an assault from the back of a gun boat. Battlefield grants you the freedom to do more and be more while playing to your strengths and carving your own path to victory. Beyond its hallmark multiplayer@ Battlefield 4 features an intense@ dramatic character-driven campaign that starts with the evacuation of American VIPs from Shanghai and follows your squad's struggle to find its way home. Change the landscape in real-time with interactive environments that react to your every move. Dominate land@ air and sea with all-new@ intense water-based vehicular combat.
The Legend of Zelda: Spirit Tracks ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda:%20Spirit%20Tracks-285x380.jpg,https://www.amazon.com/Legend-Zelda-Spirit-Tracks-Nintendo-DS/dp/B001TOQ8UW/ref=sr_1_1?ie=UTF8&qid=1516869612&sr=8-1&keywords=The+Legend+of+Zelda%3A+Spirit+Tracks,Dec 7@ 2009,Nintendo,Nintendo,DS,Action-Adventure Fantasy Fantasy Open-World,E10+,The Legend of Zelda: Spirit Tracks sets hero Link on a daring new adventure. The game provides players with a new story@ more puzzles and even a new mode of transportation. In this game@ Link voyages by train@ which offers up new possibilities for problem-solving. The game has the same look and feel established in Phantom Hourglass. Link has a valuable new companion. While navigating dungeons@ he's accompanied by a Phantom@ a hulking suit of armor that responds to his commands. PWhen Link conducts the train@ players enjoy a satisfying combination of action and real-time puzzle solving as they determine which track to take and how to best manipulate their speed. When on the train@ Link must plot the best route to the end of the line around ever-moving obstacles. As with The Legend of Zelda: Phantom Hourglass@ players can draw notes on the in-game maps using the stylus on the touch screen. [Nintendo]
Final Fantasy XV ,https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy%20XV-285x380.jpg,https://www.amazon.com/Final-Fantasy-XV-PlayStation-4/dp/B00DBF829C/ref=sr_1_2?s=videogames&ie=UTF8&qid=1517026653&sr=1-2&keywords=final+fantasy+xv,Nov 29@ 2016,Square Enix,Square Enix,PlayStation 4 PC Xbox One,Action-RPG Role-Playing Action-RPG,T,FINAL FANTASY XV is a fantasy based on reality. Escaping the flames of war@ Noctis@ the Crown Prince of the Kingdom of Lucis@ embarks on an epic journey with his best friends through a world of larger-than-life beasts@ amazing wonders to behold@ and dungeons filled with danger in hopes of finding the strength to take back his homeland and end the battle. [Square-Enix]
Call of Duty: Black Ops II ,https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Black%20Ops%20II-285x380.jpg,https://www.amazon.com/Call-Duty-Black-Ops-Xbox-microsoft/dp/B007XVTR3K/ref=sr_1_1?ie=UTF8&qid=1516869664&sr=8-1&keywords=Call+of+Duty%3A+Black+Ops+II,Nov 6@ 2015,Treyarch,Activision,PlayStation 4 PC PlayStation 3 Xbox 360 Xbox One,Action-Shooter First-Person Arcade,M,In Black Ops 3@ Treyarch introduces a new momentum-based chained-movement system which enables players to fluidly move through the environment with finesse@ using controlled thrust jumps@ slides@ wall runs and mantling abilities in a myriad of combinations@ all while continuously keeping full control over their weapon. Maps are designed from the ground-up for the new movement system@ enabling players to be successful with traditional movement@ as well as with advanced tactics and maneuvers.
Company of Heroes 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Company%20of%20Heroes%202-285x380.jpg,https://www.amazon.com/Company-Heroes-2-PC/dp/B00BQZ5F6C/ref=sr_1_1?ie=UTF8&qid=1516869690&sr=8-1&keywords=Company+of+Heroes+2,Jun 24@ 2013,Sega,Relic,PC,"Strategy, Real-Time-Strategy",M,"It is 1941 and the beginning of what will become the most brutal conflict of World War II, as Germany launches a full-scale invasion of the frozen tundra of the Soviet Union which would result in over 14 million military casualties. Take command of the iconic Soviet Red Army in brutal frontline warfare to free Mother Russia from the invading Nazis. Your strategic skills and tactical expertise hold the power to tip the very balance of this conflict in the sequel to the critically acclaimed and multi award-winning Company of Heroes. Engage in visceral tactical combat that will define you as a military leader and challenge you to wield the might of the Soviet Empire as you smash your way to Berlin"
Super Monkey Ball ,https://static-cdn.jtvnw.net/ttv-boxart/Super%20Monkey%20Ball-285x380.jpg,https://www.amazon.com/Super-Monkey-Ball-Gamecube/dp/B00005QDQ1/ref=sr_1_1?ie=UTF8&qid=1516869704&sr=8-1&keywords=Super+Monkey+Ball,Nov 17@ 2001,Amusement Vision,Sega,GameCube iPhone/iPad,Miscellaneous Party,E,"Call your friends and warn your neighbors@ it's time to have a ball! Go bananas with 90+ stages@ multi-player madness@ and 7 cool ways to play! Equal parts ""party"" and ""game""@ Super Monkey Ball could be the most ""well-rounded"" game you've ever played!"
